active_mirror_name,col_name,col_source_name,col_description,data_type,col_alias
oecd_crs_channel_map,oecd_channel_parent_name,oecd_channel_parent_name,OECD channel parent name,C,OECD channel parent name
oecd_crs_channel_map,oecd_aggregated_channel,oecd_aggregated_channel,OECD aggregated channel,C,OECD aggregated channel
oecd_crs_channel_map,coefficient_for_core_contributions,coefficient_for_core_contributions,Coefficient for core contributions,C,Coefficient for core contributions
oecd_crs_channel_map,general_contributions_reported_as_type_of_aid,general_contributions_reported_as_type_of_aid,General contributions reported as type of aid:,C,General contributions reported as type of aid:
oecd_crs_channel_map,mcd_major_channel_of_delivery,mcd_major_channel_of_delivery,MCD (Major Channel of Delivery),C,MCD (Major Channel of Delivery)
oecd_crs_channel_map,references_notes,references_notes,References/Notes,C,References/Notes
oecd_crs_sector_itep_map,oecd_sector_code,oecd_sector_code,OECD sector code,N,OECD sector code
oecd_crs_sector_itep_map,oecd_sector_name,oecd_sector_name,OECD sector name,C,OECD sector name
oecd_crs_sector_itep_map,itep_sector,itep_sector,ITEP sector,C,ITEP sector
oecd_crs_sector_itep_map,aggregated_sector,aggregated_sector,Aggregated sector,C,Aggregated sector
oecd_crs_sector_itep_map,humanitarian_and_development,humanitarian_and_development,Humanitarian and Development,C,Humanitarian and Development
oecd_crs_donor_type_ref,donor_code,donor_code,Donor code,N,Donor code
oecd_crs_donor_type_ref,donor_name,donor_name,Donor name,C,Donor name
oecd_crs_donor_type_ref,donor_type,donor_type,Donor type,C,Donor type
oecd_crs_donor_type_ref,donor_dac_and_multi,donor_dac_and_multi,Donor DAC and multi,C,Donor DAC and multi
fts_precoded,id,id,ID,N,ID
fts_precoded,amountUSD,amountUSD,Amount USD,N,Amount USD
fts_precoded,budgetYear,budgetYear,Budget Year,N,Budget Year
fts_precoded,description,description,Description,C,Description
fts_precoded,flowType,flowType,Flow type,C,Flow type
fts_precoded,newMoney,newMoney,New money,C,New money
fts_precoded,originalAmount,originalAmount,Original amount,N,Original amount
fts_precoded,originalCurrency,originalCurrency,Original currency,C,Original currency
fts_precoded,method,method,Method,C,Method
fts_precoded,status,status,Status,C,Status
fts_precoded,boundary,boundary,Boundary,C,Boundary
fts_precoded,onBoundary,onBoundary,On boundary,C,On boundary
fts_precoded,Donor,Donor,Donor (Source organisation name),C,Donor (Source organisation name)
fts_precoded,source_Location_name,source_Location_name,Source location name,C,Source location name
fts_precoded,source_iso3,source_iso3,Source ISO Alpha 3,C,Source ISO Alpha 3
fts_precoded,source_UsageYear_name,source_UsageYear_name,Source usage year,C,Source usage year
fts_precoded,Recipient.Organization,Recipient.Organization,Recipient Organization (Destination organisation name),C,Recipient Organization (Destination organisation name)
fts_precoded,destination_GlobalCluster_name,destination_GlobalCluster_name,Destination global cluster name,C,Destination global cluster name
fts_precoded,Destination.Country,Destination.Country,Destination Country (Destination location name),C,Destination Country (Destination location name)
fts_precoded,destination_iso3,destination_iso3,Destination ISO Alpha 3,C,Destination ISO Alpha 3
fts_precoded,destination_UsageYear_name,destination_UsageYear_name,Destination usage year,C,Destination usage year
fts_precoded,destination_Plan_name,destination_Plan_name,Destination plan name,C,Destination plan name
fts_precoded,destination_Project_name,destination_Project_name,Destination project name,C,Destination project name
fts_precoded,parentFlowId,parentFlowId,Parent flow ID,N,Parent flow ID
fts_precoded,grandBargainEarmarkingType,grandBargainEarmarkingType,Grand Bargain earmarking type,C,Grand Bargain earmarking type
fts_precoded,source_Plan_id,source_Plan_id,Source plan ID,C,Source plan ID
fts_precoded,source_Plan_name,source_Plan_name,Source plan name,C,Source plan name
fts_precoded,destination_Cluster_name,destination_Cluster_name,Destination cluster name,C,Destination cluster name
fts_precoded,destination_Emergency_name,destination_Emergency_name,Destination emergency name,C,Destination emergency name
fts_precoded,exchangeRate,exchangeRate,Exchange rate,N,Exchange rate
fts_precoded,source_Emergency_name,source_Emergency_name,Source emergency name,C,Source emergency name
fts_precoded,source_GlobalCluster_name,source_GlobalCluster_name,Source global cluster name,C,Source global cluster name
fts_precoded,codename,codename,Codename,C,Codename
fts_precoded,privatemoney,privatemoney,Private money,C,Private money
fts_precoded,Region,Region,Region,C,Region
fts_precoded,donorcountryid,donorcountryid,Donor country ID,C,Donor country ID
fts_precoded,recipientcodename,recipientcodename,Recipient codename,C,Recipient codename
fts_precoded,ngotype,ngotype,NGO type,C,NGO type
fts_precoded,deliverychannels,deliverychannels,Delivery channels,C,Delivery channels
fts_precoded,recipientcountryid,recipientcountryid,Recipient country ID,C,Recipient country ID
fts_precoded,odaeligible,odaeligible,ODA eligible,C,ODA eligible
fts_precoded,destinationcountryid,destinationcountryid,Destination country ID,C,Destination country ID
fts_precoded,incomegroups,incomegroups,Income groups,C,Income groups
fts_precoded,domesticresponse,domesticresponse,Domestic response,C,Domestic response
fts_precoded,Deflators,Deflators,Deflators,N,Deflators
fts_precoded,amountDeflated,amountDeflated,Amount deflated,N,Amount deflated
fts_precoded,amountDeflatedMillions,amountDeflatedMillions,Amount deflated millions,N,Amount deflated millions
iati_transactions,x_aid_type,x_aid_type,Aid Type,C,Aid Type - Calculated
iati_transactions,x_country,x_country,Country,C,Country Name - Calculated
iati_transactions,x_country_code,x_country_code,Calculated Country Code,C,Country Code - Calculated
iati_transactions,x_country_percentage,x_country_percentage,Calculated Country Percentage,C,Country Percentage - Calculated
iati_transactions,x_covid,x_covid,X Covid flag,C,Covid flag - Calculated
iati_transactions,x_currency,x_currency,Calculated Currency,C,Currency - Calculated
iati_transactions,x_dac_aid_type_code,x_dac_aid_type_code,Calculated DAC Aid Type Code,C,DAC Aid Type Code - Calculated
iati_transactions,x_dac3_sector_code,x_dac3_sector_code,Calculated DAC3 Sector Code,C,DAC3 Sector Code - Calculated
iati_transactions,x_dac3_sector,x_dac3_sector,DAC3 Sector Name,C,DAC3 Sector Name
iati_transactions,x_vocabulary_number,x_vocabulary_number,Sector Vocabulary Number,N,Sector Vocabulary Number
iati_transactions,description_narrative,description_narrative,Description Narrative,C,Description Narrative
iati_transactions,x_di_sector,x_di_sector,DI Sector Name,C,DI Sector Name
iati_transactions,x_finance_type,x_finance_type,Finance Type,C,Finance Type Name - Calculated
iati_transactions,x_finance_type_code,x_finance_type_code,Calculated Finance Type Code,C,Finance Type Code - Calculated
iati_transactions,x_flow_type_code,x_flow_type_code,Calculated Flow Type Code,C,Flow Type Code - Calculated
iati_transactions,humanitarian,humanitarian,Humanitarian,C,Humanitarian
iati_transactions,x_hum_appeal_code,x_hum_appeal_code,Calculated Humanitarian Appeal Code,C,Humanitarian Appeal Code - Calculated
iati_transactions,x_hum_emergency_code,x_hum_emergency_code,Calculated Humanitarian Emergency Code,C,Humanitarian Emergency Code - Calculated
iati_transactions,humanitarian_scope_narrative,humanitarian_scope_narrative,Humanitarian Scope Narrative,C,Humanitarian Scope Narrative
iati_transactions,iati_identifier,iati_identifier,IATI Identifier,C,IATI Identifier
iati_transactions,package_id,package_id,IATI Registry Package ID,C,IATI Registry Package ID
iati_transactions,last_modified,last_modified,Last modified timestamp,C,Last modified timestamp
iati_transactions,x_mod_aid_type_code,x_mod_aid_type_code,Calculated Mod Aid Type Code,C,Mod Aid Type Code - Calculated
iati_transactions,x_mod_aid_type_vocabulary,x_mod_aid_type_vocabulary,Calulated Mod Aid Type Vocabulary,C,Mod Aid Type Vocabulary - Calculated
iati_transactions,participating_org_narrative,participating_org_narrative,Participating Organisation Narrative,C,Participating Organisation Narrative
iati_transactions,participating_org_ref,participating_org_ref,Participating Organisation Reference,C,Participating Organisation Reference
iati_transactions,participating_org_role,participating_org_role,Participating Organisation Role,C,Participating Organisation Role
iati_transactions,participating_org_type,participating_org_type,Participating Organisation Type,C,Participating Organisation Type
iati_transactions,reporting_org_narrative,reporting_org_narrative,Reporting Organisation Narrative,C,Reporting Organisation Narrative
iati_transactions,reporting_org_secondary_reporter,reporting_org_secondary_reporter,Reporting Organisation Secondary Reporter,C,Reporting Organisation Secondary Reporter
iati_transactions,x_reporting_org_type,x_reporting_org_type,Reporting Organisation Type,C,Reporting Organisation Type Name - Calculated
iati_transactions,reporting_org_type_code,reporting_org_type_code,Reporting Organisation Type Code,C,Reporting Organisation Type Code
iati_transactions,reporting_org_ref,reporting_org_ref,Reporting Organsation Reference,C,Reporting Organsation Reference
iati_transactions,x_sector_code,x_sector_code,Calculated Sector Code,C,Sector Code - Calculated
iati_transactions,x_sector_percentage,x_sector_percentage,Calculated Sector Percentage,C,Sector Percentage - Calculated
iati_transactions,x_sector_vocabulary,x_sector_vocabulary,Calculated Sector Vocabulary,C,Sector Vocabulary - Calculated
iati_transactions,tag_code,tag_code,Tag Code,C,Tag Code
iati_transactions,tag_narrative,tag_narrative,Tag Narrative,C,Tag Narrative
iati_transactions,tag_vocabulary,tag_vocabulary,Tag Vocabulary,C,Tag Vocabulary
iati_transactions,x_tied_status_code,x_tied_status_code,Calculated Tied Status Code,C,Tied Status Code - Calculated
iati_transactions,title_narrative,title_narrative,Title Narrative,C,Title Narrative
iati_transactions,x_transaction_date,x_transaction_date,Calculated Transaction Date,C,Transaction Date - Calculated
iati_transactions,transaction_description_narrative,transaction_description_narrative,Transaction Description Narrative,C,Transaction Description Narrative
iati_transactions,collaboration_type,collaboration_type,Collaboration Type,C,Collaboration Type
iati_transactions,transaction_disbursement_channel_code,transaction_disbursement_channel_code,Transaction Disbursement Channel Code,C,Transaction Disbursement Channel Code
iati_transactions,transaction_humanitarian,transaction_humanitarian,Transaction Humanitarian,C,Transaction Humanitarian
iati_transactions,x_transaction_number,x_transaction_number,Calculated Transaction Number,N,Transaction Number - Calculated
iati_transactions,transaction_provider_org_narrative,transaction_provider_org_narrative,Transaction Provider Organisation Narrative,C,Transaction Provider Organisation Narrative
iati_transactions,transaction_provider_org_provider_activity_id,transaction_provider_org_provider_activity_id,Transaction Provider Organisation Provider Activity ID,C,Transaction Provider Organisation Provider Activity ID
iati_transactions,transaction_provider_org_ref,transaction_provider_org_ref,Transaction Provider Organisation Reference,C,Transaction Provider Organisation Reference
iati_transactions,transaction_provider_org_type,transaction_provider_org_type,Transaction Provider Organisation Type,C,Transaction Provider Organisation Type
iati_transactions,transaction_receiver_org_narrative,transaction_receiver_org_narrative,Transaction Receiver Organisation Narrative,C,Transaction Receiver Organisation Narrative
iati_transactions,transaction_receiver_org_receiver_activity_id,transaction_receiver_org_receiver_activity_id,Transaction Receiver Organisatio Receiver Activity IdD,C,Transaction Receiver Organisation Receiver Activity ID
iati_transactions,transaction_receiver_org_ref,transaction_receiver_org_ref,Transaction Receiver Organisation Reference,C,Transaction Receiver Organisation Reference
iati_transactions,transaction_receiver_org_type,transaction_receiver_org_type,Transaction Receiver Organisation Type,C,Transaction Receiver Organisation Type
iati_transactions,transaction_ref,transaction_ref,Transaction Reference,C,Transaction Reference
iati_transactions,x_transaction_type,x_transaction_type,Transaction Type,C,Transaction Type
iati_transactions,transaction_type_code,transaction_type_code,Transaction Type Code,C,Transaction Type Code
iati_transactions,x_transaction_value,x_transaction_value,Calculated Transaction Value,N,Transaction Value - Calculated
iati_transactions,x_transaction_value_usd,x_transaction_value_usd,Calulated Transaction Value USD,N,Transaction Value USD - Calculated
iati_transactions,x_transaction_year,x_transaction_year,Calculated Transaction Year,N,Transaction Year - Calculated
iati_transactions,x_yyyymm,x_yyyymm,YYYYMM year and month,C,YYYYMM year and month
iati_transactions,x_original_transaction_value,x_original_transaction_value,x_original_transaction_value,N,Original Transaction Value
iati_transactions,x_original_transaction_value_usd,x_original_transaction_value_usd,x_original_transaction_value_usd,N,Original Transaction Value USD
iati_transactions,x_recipient_number,x_recipient_number,x_recipient_number,N,Recipient Number
iati_transactions,x_recipient_code,x_recipient_code,x_recipient_code,C,Recipient Code
iati_transactions,x_recipient,x_recipient,x_recipient,C,Recipient Name
iati_transactions,x_recipient_percentage,x_recipient_percentage,x_recipient_percentage,C,Recipient Percentage
iati_transactions,x_recipient_type,x_recipient_type,x_recipient_type,C,Recipient Type
iati_transactions,x_recipient_transaction_value,x_recipient_transaction_value,x_recipient_transaction_value,N,Recipient Transaction Value
iati_transactions,x_recipient_transaction_value_usd,x_recipient_transaction_value_usd,x_recipient_transaction_value_usd,N,Recipient Transaction Value USD
iati_transactions,x_sector_number,x_sector_number,x_sector_number,N,Sector Number
iati_transactions,dac_policy_marker_code,dac_policy_marker_code,dac_policy_marker_code,C,DAC Policy Marker Code
iati_transactions,dac_policy_marker_significance,dac_policy_marker_significance,dac_policy_marker_significance,C,DAC Policy Marker Significance
iati_publishers,reporting_org_ref,reporting_org_ref,Reporting Organisation Reference Code,C,Reporting Organisation Reference Code
iati_publishers,country_or_org_name,country_or_org_name,Country or Organisation Name,C,Country or Organisation Name
iati_publishers,specific_country_name,specific_country_name,Specific Country Name,C,Specific Country Name
iati_publishers,org_type,org_type,Organisation Type,C,Organisation Type
iati_publishers,disbursements_score,disbursements_score,Disbursements Score,N,Disbursements Score
iati_publishers,commitments_score,commitments_score,Commitments Score,N,Commitments Score
iati_publishers,disbursements_score_notes,disbursements_score_notes,Disbursements Score Notes,C,Disbursements Score Notes
iati_publishers,commitments_score_notes,commitments_score_notes,Commitments Score Notes,C,Commitments Score Notes
