year,country,Sector Code - Calculated,DAC3 Sector Code - Calculated,Reporting Organisation Type Code,Reporting Organisation Type Name - Calculated,Recipient Code,Recipient Name,Flow Type Code - Calculated,aid_type_di_name,x_transaction_value_usd_m_Sum,purpose_name,Reporting Organisation Narrative
2019.0,Denmark,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,1.12425,Reproductive health care,Denmark
2019.0,Denmark,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,12.086853519635,Family planning,Denmark
2019.0,Denmark,13030,130.0,10,Government,UG,Uganda,10.0,,0.5996,Family planning,Denmark
2019.0,European Commission,13020,130.0,15,Other Public Sector,679,"South Asia, regional",10.0,,0.0151472497,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,BO,Bolivia (Plurinational State of),10.0,,0.20945792538,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,CI,Côte d'Ivoire,10.0,,0.16906522394850002,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,ET,Ethiopia,10.0,,0.396786973451,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,GH,Ghana,10.0,,-0.046693410357000004,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,GT,Guatemala,10.0,,1.80767560941,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,HN,Honduras,10.0,,0.89848,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,IN,India,10.0,,0.235112775139,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,JM,Jamaica,10.0,,3.3248665026940003,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,KH,Cambodia,10.0,,0.00200181344,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,MM,Myanmar,10.0,,0.5077279594749999,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,NG,Nigeria,10.0,,0.46825411669300004,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,PH,Philippines (the),10.0,,0.0074658072499999995,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,SD,Sudan (the),10.0,,0.1561109,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,SL,Sierra Leone,10.0,,-0.18289908119999998,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,VN,Viet Nam,10.0,,0.16294810817999997,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,ZA,South Africa,10.0,,0.3373848555,Reproductive health care,European Commission
2019.0,European Commission,13020,130.0,15,Other Public Sector,,Namibia,10.0,,-0.8130671219000001,Reproductive health care,European Commission
2019.0,European Commission,13030,130.0,15,Other Public Sector,BF,Burkina Faso,10.0,,1.2956596758108299,Family planning,European Commission
2019.0,European Commission,13030,130.0,15,Other Public Sector,CI,Côte d'Ivoire,10.0,,0.5657780391064999,Family planning,European Commission
2019.0,Finland,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,2.02158,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,AF,Afghanistan,10.0,,2.80775,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,ET,Ethiopia,10.0,,0.15236437597975,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,MW,Malawi,10.0,,0.2011988726,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,SO,Somalia,10.0,,5.833763254000001,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,TJ,Tajikistan,10.0,,0.0780588193,Reproductive health care,Finland
2019.0,Finland,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.45929736050000003,Reproductive health care,Finland
2019.0,Finland,13030,130.0,10,Government,689,"South & Central Asia, regional",10.0,,0.168465,Family planning,Finland
2019.0,Finland,13030,130.0,10,Government,BO,Bolivia (Plurinational State of),10.0,,0.0141454445,Family planning,Finland
2019.0,Finland,13030,130.0,10,Government,LA,Lao People's Democratic Republic (the),10.0,,0.0442220625,Family planning,Finland
2019.0,Finland,13030,130.0,10,Government,MW,Malawi,10.0,,0.1711031619,Family planning,Finland
2019.0,Netherlands,13020,130.0,10,Government,289,"South of Sahara, regional",10.0,,8.810993404,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,147.62716749950002,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,BD,Bangladesh,10.0,,1.211113163,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,BI,Burundi,10.0,,2.1099988955,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,BJ,Benin,10.0,,7.719214462999998,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,0.026350791000000002,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,ET,Ethiopia,10.0,,23.2916397025,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,KE,Kenya,10.0,,0.0553939795,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,ML,Mali,10.0,,7.834695365999999,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,MZ,Mozambique,10.0,,1.1195,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,NG,Nigeria,10.0,,0.150763065,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,UG,Uganda,10.0,,7.080839738999999,Reproductive health care,Netherlands
2019.0,Netherlands,13020,130.0,10,Government,YE,Yemen,10.0,,4.4529220805000005,Reproductive health care,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,1.7177372905,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,BD,Bangladesh,10.0,,0.555838467,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,0.7253677104999999,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,ET,Ethiopia,10.0,,4.5710192549999995,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,ML,Mali,10.0,,5.2175338635,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,MZ,Mozambique,10.0,,7.081871917999999,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,NE,Niger (the),10.0,,9.622644337999999,Family planning,Netherlands
2019.0,Netherlands,13030,130.0,10,Government,SN,Senegal,10.0,,0.104997905,Family planning,Netherlands
2019.0,New Zealand,13020,130.0,10,Government,889,"Oceania, regional",10.0,,0.2373033087,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,1.7636275,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,BD,Bangladesh,10.0,,1.4828202076274999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,CK,Cook Islands (the),10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,FJ,Fiji,10.0,,0.0089809846,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,KI,Kiribati,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,MM,Myanmar,10.0,,0.4942734025425001,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,PG,Papua New Guinea,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,SB,Solomon Islands,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,TO,Tonga,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,TV,Tuvalu,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,VU,Vanuatu,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13020,130.0,10,Government,WS,Samoa,10.0,,0.008972908174999999,Reproductive health care,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,1.7636275,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,CK,Cook Islands (the),10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,FJ,Fiji,10.0,,0.0089809846,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,KI,Kiribati,10.0,,0.226165436975,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,PG,Papua New Guinea,10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,PH,Philippines (the),10.0,,0.10071,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,SB,Solomon Islands,10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,TO,Tonga,10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,TV,Tuvalu,10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,VU,Vanuatu,10.0,,0.143578537175,Family planning,New Zealand
2019.0,New Zealand,13030,130.0,10,Government,WS,Samoa,10.0,,0.008972908174999999,Family planning,New Zealand
2019.0,Norway,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,16.722170901400002,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,AF,Afghanistan,10.0,,0.16069002059999998,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,BD,Bangladesh,10.0,,0.071011273,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,EG,Egypt,10.0,,2.4553,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,ET,Ethiopia,10.0,,0.0916455,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,HN,Honduras,10.0,,0.1744931462,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,IN,India,10.0,,0.0383440204,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,KE,Kenya,10.0,,0.3512869656,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,ML,Mali,10.0,,0.1415078466,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,MM,Myanmar,10.0,,0.2547141924,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,MW,Malawi,10.0,,0.744072955,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,NP,Nepal,10.0,,0.2504826256,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,PH,Philippines (the),10.0,,0.020556,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,PS,"Palestine, State of",10.0,,1.4275,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,SS,South Sudan,10.0,,0.7141591786,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,SZ,Eswatini,10.0,,0.050557482,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.3174774846,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,VN,Viet Nam,10.0,,-0.0059382858,Reproductive health care,Norway
2019.0,Norway,13020,130.0,10,Government,ZM,Zambia,10.0,,0.0305485,Reproductive health care,Norway
2019.0,Norway,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,11.7017757096,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,CO,Colombia,10.0,,0.3725775,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,ET,Ethiopia,10.0,,0.2012110356,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,GT,Guatemala,10.0,,0.1875735,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,LB,Lebanon,10.0,,0.3919344,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,MW,Malawi,10.0,,1.1908776,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,MZ,Mozambique,10.0,,0.495628,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,NG,Nigeria,10.0,,0.54816,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,PH,Philippines (the),10.0,,0.0033023213999999997,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,PS,"Palestine, State of",10.0,,0.29692,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.07148349,Family planning,Norway
2019.0,Norway,13030,130.0,10,Government,ZW,Zimbabwe,10.0,,0.17332088319999997,Family planning,Norway
2019.0,Spain,13020,130.0,10,Government,EH,Western Sahara,10.0,,0.21058125,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,ET,Ethiopia,10.0,,0.22742775,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,GQ,Equatorial Guinea,10.0,,0.62562644892,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,ML,Mali,10.0,,1.2647700128139998,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,MR,Mauritania,10.0,,0.33693,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,PE,Peru,10.0,,0.737034375,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,PS,"Palestine, State of",10.0,,0.105290625,Reproductive health care,Spain
2019.0,Spain,13020,130.0,10,Government,SV,El Salvador,10.0,,0.6708375132800001,Reproductive health care,Spain
2019.0,Spain,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,0.56155,Family planning,Spain
2019.0,Spain,13030,130.0,10,Government,NE,Niger (the),10.0,,0.035096875,Family planning,Spain
2019.0,Spain,13030,130.0,10,Government,SV,El Salvador,10.0,,0.247082,Family planning,Spain
2019.0,Sweden,13020,130.0,10,Government,1027,"Eastern Africa, regional",10.0,,0.22798771983629276,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,1029,"Southern Africa, regional",10.0,,2.3422203703507867,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,1032,"Central America, regional",10.0,,0.1374803033026999,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,289,"South of Sahara, regional",10.0,,26.02914411954441,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,489,"South America, regional",10.0,,0.1037253004579152,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,26.832713527004305,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,AF,Afghanistan,10.0,,1.1925561860848781,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BD,Bangladesh,10.0,,1.895178210077412,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BF,Burkina Faso,10.0,,0.27122440182912266,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BI,Burundi,10.0,,0.29505388170348673,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BJ,Benin,10.0,,0.32733002675578216,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BO,Bolivia (Plurinational State of),10.0,,2.197569771253926,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,BW,Botswana,10.0,,0.2115081589272306,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,5.708722607049567,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,CI,Côte d'Ivoire,10.0,,0.1618037415793314,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,CO,Colombia,10.0,,0.6202476760541038,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,EG,Egypt,10.0,,0.2918812593195782,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,ET,Ethiopia,10.0,,4.216147997546505,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,GH,Ghana,10.0,,0.18083947588278218,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,GN,Guinea,10.0,,0.1903573430345076,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,GT,Guatemala,10.0,,2.1785340369504755,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,GW,Guinea-Bissau,10.0,,0.1237322729724299,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,IQ,Iraq,10.0,,1.5863111919542294,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,KE,Kenya,10.0,,0.1903573430345076,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,KH,Cambodia,10.0,,0.034122611279730104,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,LA,Lao People's Democratic Republic (the),10.0,,0.2284288116414091,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,LR,Liberia,10.0,,2.218815795429309,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,MG,Madagascar,10.0,,0.2665002802483106,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,ML,Mali,10.0,,0.46994212184985046,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,MM,Myanmar,10.0,,1.5863111919542294,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,MR,Mauritania,10.0,,0.10469653866897921,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,MW,Malawi,10.0,,0.46008241732674837,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,MZ,Mozambique,10.0,,4.272348691293266,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,NE,Niger (the),10.0,,0.352161084613839,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,NG,Nigeria,10.0,,0.3331253503103883,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,NP,Nepal,10.0,,0.1618037415793314,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,PA,Panama,10.0,,0.076142937213803,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,PE,Peru,10.0,,0.1122231205707548,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,PS,"Palestine, State of",10.0,,1.1104178343679607,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,PY,Paraguay,10.0,,0.1264942688512992,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,RW,Rwanda,10.0,,0.1302758066392411,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,SD,Sudan (the),10.0,,2.8342093296248905,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,SN,Senegal,10.0,,0.2379466787931345,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,SS,South Sudan,10.0,,4.230163178544613,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,TD,Chad,10.0,,0.1237322729724299,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,TG,Togo,10.0,,0.3807146860690151,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,TH,Thailand,10.0,,0.09308970526338049,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,TL,Timor-Leste,10.0,,0.1618037415793314,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.5529175784430884,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,UA,Ukraine,10.0,,0.18083947588278218,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,UG,Uganda,10.0,,11.620152743789593,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,ZA,South Africa,10.0,,0.8058460855127487,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,ZM,Zambia,10.0,,6.157625009147728,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,ZW,Zimbabwe,10.0,,7.847864855458603,Reproductive health care,Sweden
2019.0,Sweden,13020,130.0,10,Government,,Namibia,10.0,,0.0127360483930668,Reproductive health care,Sweden
2019.0,Sweden,13030,130.0,10,Government,1027,"Eastern Africa, regional",10.0,,0.0317262238390846,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,1029,"Southern Africa, regional",10.0,,0.0317262238390846,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,0.0965534745502808,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,BW,Botswana,10.0,,0.0126904895356338,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,MW,Malawi,10.0,,0.0126904895356338,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,UG,Uganda,10.0,,0.0126904895356338,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,ZM,Zambia,10.0,,0.3752736798824016,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,ZW,Zimbabwe,10.0,,0.0126904895356338,Family planning,Sweden
2019.0,Sweden,13030,130.0,10,Government,,Namibia,10.0,,0.0126904895356338,Family planning,Sweden
2019.0,Switzerland,13020,130.0,10,Government,289,"South of Sahara, regional",10.0,,3.5417451904000004,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,2.4720872128000004,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,BA,Bosnia and Herzegovina,10.0,,0.052329600000000004,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,0.91965222144,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,CF,Central African Republic (the),10.0,,0.087216,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,MD,Moldova (the Republic of),10.0,,0.24152916480000003,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,SO,Somalia,10.0,,0.60664416,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,SY,Syrian Arab Republic,10.0,,0.49245440000000007,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,TD,Chad,10.0,,0.18319789056000002,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.5322524006400001,Reproductive health care,Switzerland
2019.0,Switzerland,13020,130.0,10,Government,ZW,Zimbabwe,10.0,,0.1274112,Reproductive health care,Switzerland
2019.0,UK,13020,130.0,10,Government,298,"Africa, regional",10.0,,0.0674629812,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,998,"Developing countries, unspecified",10.0,,31.1845497673,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,BD,Bangladesh,10.0,,3.4241253688600004,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,3.8868874336,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,ET,Ethiopia,10.0,,21.047675640319998,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,KE,Kenya,10.0,,3.682972236,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,MM,Myanmar,10.0,,13.41168108594,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,MZ,Mozambique,10.0,,6.520924429759999,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,NG,Nigeria,10.0,,5.779669607479998,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,NP,Nepal,10.0,,0.49396552952,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,PK,Pakistan,10.0,,6.18849328112,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,SD,Sudan (the),10.0,,0.60655045408,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,SL,Sierra Leone,10.0,,24.10159571264,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,SO,Somalia,10.0,,7.274434177619999,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,SS,South Sudan,10.0,,30.9386249073,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,SY,Syrian Arab Republic,10.0,,5.7474,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,0.40719192292,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,UG,Uganda,10.0,,0.09990117908,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,ZM,Zambia,10.0,,0.28028818144,Reproductive health care,UK
2019.0,UK,13020,130.0,10,Government,ZW,Zimbabwe,10.0,,8.538932295899999,Reproductive health care,UK
2019.0,UK,13030,130.0,10,Government,298,"Africa, regional",10.0,,163.45952717415994,Family planning,UK
2019.0,UK,13030,130.0,10,Government,998,"Developing countries, unspecified",10.0,,65.652466517856,Family planning,UK
2019.0,UK,13030,130.0,10,Government,BD,Bangladesh,10.0,,6.362583994008002,Family planning,UK
2019.0,UK,13030,130.0,10,Government,CD,Congo (the Democratic Republic of the),10.0,,2.9681576249600004,Family planning,UK
2019.0,UK,13030,130.0,10,Government,ET,Ethiopia,10.0,,22.591926920960002,Family planning,UK
2019.0,UK,13030,130.0,10,Government,KE,Kenya,10.0,,2.5434362853040002,Family planning,UK
2019.0,UK,13030,130.0,10,Government,MM,Myanmar,10.0,,0.0005645224,Family planning,UK
2019.0,UK,13030,130.0,10,Government,MW,Malawi,10.0,,11.864699394368,Family planning,UK
2019.0,UK,13030,130.0,10,Government,MZ,Mozambique,10.0,,0.53100075336,Family planning,UK
2019.0,UK,13030,130.0,10,Government,NG,Nigeria,10.0,,9.78741234652,Family planning,UK
2019.0,UK,13030,130.0,10,Government,NP,Nepal,10.0,,3.5370028360799997,Family planning,UK
2019.0,UK,13030,130.0,10,Government,PK,Pakistan,10.0,,17.727830011440002,Family planning,UK
2019.0,UK,13030,130.0,10,Government,SO,Somalia,10.0,,2.21372874012,Family planning,UK
2019.0,UK,13030,130.0,10,Government,TZ,"Tanzania, United Republic of",10.0,,4.414309728,Family planning,UK
2019.0,UK,13030,130.0,10,Government,UG,Uganda,10.0,,0.8891204938119999,Family planning,UK
2019.0,UK,13030,130.0,10,Government,ZM,Zambia,10.0,,0.42043227215999995,Family planning,UK
2019.0,UK,13030,130.0,10,Government,ZW,Zimbabwe,10.0,,2.5300540136,Family planning,UK
2019.0,UNICEF,13020,130.0,40,Multilateral,AF,Afghanistan,10.0,,7.855045706,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,AL,Albania,10.0,,0.0,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,AM,Armenia,10.0,,0.07790153500000001,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,AO,Angola,10.0,,0.8773986560000001,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,AR,Argentina,10.0,,0.6720988859999999,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,AZ,Azerbaijan,10.0,,0.022452763,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,BD,Bangladesh,10.0,,4.855052927,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,BF,Burkina Faso,10.0,,1.1954741219999996,Reproductive health care,UNICEF
2019.0,UNICEF,13020,130.0,40,Multilateral,BG,Bulgaria,10.0,,0.044817093999999995,Reproductive health care,UNICEF
